REFFABRICANTE;TITULO;CODIGOINTERNO;EAN/UPC;CODFAMILIA;TITULOFAMILIA;CODSUBFAMILIA;TITULOSUBFAMILIA;CODFABRICANTE;NOMFABRICANTE;PRECIO;STOCK;PESO;PROXIMA_LLEGADA;CICLOVIDA;PLAZOENTREGA;CANONLPI;PRECIOSINCANON;
XONE103046;X-One Funda TPU 2 Color Samsung S8 Plus Azul;AATFYC2635;8435484103046;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;29;0.0500000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103060;X-One Funda TPU 2 Color Samsung S8 Plus Verde;AATFYC2637;8435484103060;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;29;0.0500000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103077;X-One Funda Libro Flip Samsung S8 Negro;AATFYC2638;8435484103077;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;36;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103084;X-One Funda Libro Flip Samsung S8 Dorado;AATFYC2639;8435484103084;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;48;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103091;X-One Funda Libro Flip Samsung S8 Rojo;AATFYC2640;8435484103091;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;48;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103640;X-One Funda Libro Flip Samsung S8 Rosa;AATFYC2641;8435484103640;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;42;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103657;X-One Funda Libro Flip Samsung S8 Plus Negro;AATFYC2642;8435484103657;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;35;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103664;X-One Funda Libro Flip Samsung S8 Plus Dorado;AATFYC2643;8435484103664;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;41;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103138;X-One Funda Libro Flip Samsung S8 Plus Rojo;AATFYC2644;8435484103138;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;44;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103145;X-One Funda Libro Flip Samsung S8 Plus Rosa;AATFYC2645;8435484103145;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;46;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103190;X-One Funda Libro Flip Samsung J5 2016 Negro;AATFYC2646;8435484103190;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;3;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103206;X-One Funda Libro Flip Samsung J5 2016 Dorado;AATFYC2647;8435484103206;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;24;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103220;X-One Funda Libro Flip Samsung J5 2016 Rojo;AATFYC2648;8435484103220;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;20;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103237;X-One Funda Libro Flip Samsung J5 2016 Rosa;AATFYC2649;8435484103237;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;14;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103275;X-One Funda Libro Flip Xperia XA1 Rosa;AATFYC2653;8435484103275;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;0.9900000000;15;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;0.9900000000;
XONE103299;X-One Funda Libro Flip Aquaris X - X Pro Dorado;AATFYC2655;8435484103299;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;16;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103305;X-One Funda Libro Flip Aquaris X - X Pro Rojo;AATFYC2656;8435484103305;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;8;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103329;X-One Funda Libro Flip Huawei P10 Lite Dorado;AATFYC2658;8435484103329;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;8;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103336;X-One Funda Libro Flip Huawei P10 Lite Rojo;AATFYC2659;8435484103336;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;10;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103404;X-One Funda Carcasa 3D Samsung A5 2017 F ME;AATFYC2663;8435484103404;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;17;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103411;X-One Funda Carcasa 3D Samsung A5 2017 Paris;AATFYC2664;8435484103411;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;17;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103428;X-One Funda Carcasa 3D A5 2017 F Mandala Blanco;AATFYC2665;8435484103428;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;10;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103442;X-One Funda Carcasa 3D A3 2017 F Mandala Rosa;AATFYC2667;8435484103442;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;14;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103671;X-One Funda Carcasa 3D Samsung A3 2017 F ME;AATFYC2668;8435484103671;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;8;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103466;X-One Funda Carcasa 3D S8 Plus Mandala Blanco;AATFYC2669;8435484103466;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;11;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103473;X-One Funda Carcasa 3D Samsung S8 Plus F ME;AATFYC2670;8435484103473;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;13;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103480;X-One Funda Carcasa 3D Samsung S8 Plus Paris;AATFYC2671;8435484103480;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;5;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103497;X-One Funda Carcasa 3D S8 Plus Mandala Rosa;AATFYC2672;8435484103497;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;7;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103503;X-One Funda Carcasa 3D Samsung S8 Paris;AATFYC2673;8435484103503;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9400000000;4;0.0675000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9400000000;
XONE103527;X-One Funda Libro Flip Samsung J3 2016 Dorado;AATFYC2675;8435484103527;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;6;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103534;X-One Funda Libro Flip Samsung J3 2016 Rojo;AATFYC2676;8435484103534;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;15;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103541;X-One Funda Libro Flip Samsung J3 2016 Rosa;AATFYC2677;8435484103541;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;7;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103558;X-One Funda Libro Flip Samsung J7 2016 Negro;AATFYC2678;8435484103558;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;15;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103565;X-One Funda Libro Flip Samsung J7 2016 Dorado;AATFYC2679;8435484103565;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;21;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103572;X-One Funda Libro Flip Samsung J7 2016 Rojo;AATFYC2680;8435484103572;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;1;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103589;X-One Funda Libro Flip Samsung J7 2016 Rosa;AATFYC2681;8435484103589;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;11;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103596;X-One Funda Libro Flip Samsung A5 2017 Negro;AATFYC2682;8435484103596;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;11;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103602;X-One Funda Libro Flip Samsung A5 2017 Dorado;AATFYC2683;8435484103602;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;20;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103619;X-One Funda Libro Flip Samsung A5 2017 Rojo;AATFYC2684;8435484103619;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;26;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103626;X-One Funda Libro Flip Samsung A5 2017 Rosa;AATFYC2685;8435484103626;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;14;0.0862500000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103688;X-One Funda TPU Aluminio iPhone 6 Negro;AATFYC2686;8435484103688;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;31;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103695;X-One Funda TPU Aluminio iPhone 6 Dorado;AATFYC2687;8435484103695;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;40;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103701;X-One Funda TPU Aluminio iPhone 6 Azul;AATFYC2688;8435484103701;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;28;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103718;X-One Funda TPU Aluminio iPhone 6 Rojo;AATFYC2689;8435484103718;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;23;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103725;X-One Funda TPU Aluminio iPhone 6 Rosa;AATFYC2690;8435484103725;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;20;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103732;X-One Funda TPU Aluminio iPhone 6 Plus Negro;AATFYC2691;8435484103732;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;45;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103749;X-One Funda TPU Aluminio iPhone 6 Plus Dorado;AATFYC2692;8435484103749;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;49;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103756;X-One Funda TPU Aluminio iPhone 6 Plus Azul;AATFYC2693;8435484103756;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;29;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103763;X-One Funda TPU Aluminio iPhone 6 Plus Rojo;AATFYC2694;8435484103763;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;29;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103770;X-One Funda TPU Aluminio iPhone 6 Plus Rosa;AATFYC2695;8435484103770;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;26;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103787;X-One Funda TPU Aluminio iPhone 7 - 8 Negro;AATFYC2696;8435484103787;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;14;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103794;X-One Funda TPU Aluminio iPhone 7 - 8 Dorado;AATFYC2697;8435484103794;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;31;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103800;X-One Funda TPU Aluminio iPhone 7 - 8 Azul;AATFYC2698;8435484103800;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;24;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103817;X-One Funda TPU Aluminio iPhone 7 - 8 Rojo;AATFYC2699;8435484103817;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;24;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103824;X-One Funda TPU Aluminio iPhone 7 - 8 Rosa;AATFYC2700;8435484103824;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;14;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103831;X-One Funda TPU Aluminio iPhone 7 Plus - 8 Plus Ne;AATFYC2701;8435484103831;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;39;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103848;X-One Funda TPU Alumin iPhone 7 Plus - 8 Plus Dora;AATFYC2702;8435484103848;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;37;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103855;X-One Funda TPU Alumin iPhone 7 Plus - 8 Plus Azul;AATFYC2703;8435484103855;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;27;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103862;X-One Funda TPU Alumin iPhone 7 Plus - 8 Plus Rojo;AATFYC2704;8435484103862;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;25;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103879;X-One Funda TPU Alumin iPhone 7 Plus - 8 Plus Rosa;AATFYC2705;8435484103879;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;24;0.0525000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103886;X-One Funda Carcasa Militar apple iPhone 6;AATFYC2706;8435484103886;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;31;0.1000000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103893;X-One Funda Carcasa Militar apple iPhone 6 Plus;AATFYC2707;8435484103893;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;44;0.1000000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103909;X-One Funda Carcasa Militar iPhone 7 - 8;AATFYC2708;8435484103909;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;88;0.1000000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103916;X-One Funda Carcasa Militar iPhone 7 Plus - 8 Plus;AATFYC2709;8435484103916;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;40;0.1000000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE103923;X-One Funda TPU Samsung J5 2016 Transparente Flor;AATFYC2710;8435484103923;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;11;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE103930;X-One Funda TPU Samsung J5 2016 Transparente Flor;AATFYC2711;8435484103930;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;10;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE103947;X-One Funda TPU Samsung J5 2016 Transparente India;AATFYC2712;8435484103947;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;13;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE103954;X-One Funda TPU Samsung J5 2016 Don´t Touch;AATFYC2713;8435484103954;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;11;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE103961;X-One Funda TPU Samsung J5 2016 Atrapasueño;AATFYC2714;8435484103961;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;15;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE136594;X-One Funda TPU Samsung J5 2016 Militar;AATFYC2715;8435484136594;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;9;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE103985;X-One Funda TPU Samsung J3-J3 2016 Transparente Ma;AATFYC2716;8435484103985;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;16;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE136600;X-One Funda TPU Samsung J3-J3 2016 Transparente Ma;AATFYC2717;8435484136600;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;12;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE104005;X-One Funda TPU Samsung J3 2016 Transparente India;AATFYC2718;8435484104005;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;13;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE104012;X-One Funda TPU Samsung J3 2016 Don´t Touch;AATFYC2719;8435484104012;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;10;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE104029;X-One Funda TPU Samsung J3 2016 Atrapasueños;AATFYC2720;8435484104029;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;15;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE104036;X-One Funda TPU Samsung J3 2016 Militar;AATFYC2721;8435484104036;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;8;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE104043;X-One Funda Libro Premium Samsung S8 Negro;AATFYC2722;8435484104043;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;30;0.0900000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE104050;X-One Funda Libro Premium Samsung S8 Dorado;AATFYC2723;8435484104050;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;48;0.0900000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE104067;X-One Funda Libro Premium Samsung S8 Plateado;AATFYC2724;8435484104067;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.9900000000;40;0.0900000000;;Ultimas unidades;0.0000000000;0.0000000000;1.9900000000;
XONE104074;X-One Funda TPU Samsung J7 2016 I Love;AATFYC2725;8435484104074;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;11;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
XONE104081;X-One Funda TPU Samsung J7 2016 Militar;AATFYC2726;8435484104081;AT;Accesorios Telefonía;FYC;Fundas y Carcasas para Telefonía;60173;X-ONE;1.8900000000;7;0.0425000000;;Ultimas unidades;0.0000000000;0.0000000000;1.8900000000;
