"REFFABRICANTE";"TITULO";"CODIGOINTERNO";"EAN/UPC";"CODFAMILIA";"TITULOFAMILIA";"CODSUBFAMILIA";"TITULOSUBFAMILIA";"CODFABRICANTE";"NOMFABRICANTE";PRECIO;"STOCK";PESO;"PROXIMA_LLEGADA";"CICLOVIDA";"PLAZOENTREGA"
"TK50BR";"Aerocool THUNDERX3 TK50BR Tecl. Gaming Mecán. Marr";"FTRTUS0263";"4713105959932";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04090";"Aerocool";53,71;4;1,0000000000;"";"";"0,0000000000"
"TK50RD";"Aerocool THUNDERX3 TK50RD Tecl. Gaming Mecán.Rojo";"FTRTUS0264";"4713105959918";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04090";"Aerocool";54,71;3;1,0000000000;"";"";"0,0000000000"
"BG-TC05";"B-Move Teclado Gaming BG R-Force Retroiluminado";"FTRTUS0265";"8436532164729";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04192";"B-Move";18,45;19;0,3000000000;"";"";"0,0000000000"
"appKBVLV5";"approx Teclado USB 2.0 appKBVLV5 ligero Negro";"FTRTUS0266";"8435099519935";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01360";"approx!";3,84;41;0,3000000000;"";"";"0,0000000000"
"CLIPPER RED";"NGS Teclado USB Clipper 104 teclas membrana Rojo";"FTRTUS0267";"8435430606973";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01040";"NGS";6,87;10;0,4500000000;"";"";"0,0000000000"
"CLIPPER BLACK";"NGS Teclado USB Clipper 104 teclas membrana Negro";"FTRTUS0268";"8435430606959";"TR";"Teclados y ratones";"TUS";"Teclados USB";"01040";"NGS";6,87;8;0,4500000000;"";"";"0,0000000000"
"LL-KB-628M-USB";"L-Link Teclado Multimedia USB LL-KB-628M Negro";"FTRTUS0269";"8436531366360";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04177";"L-Link";4,04;100;0,4000000000;"";"";"0,0000000000"
"29986";"Skullkiller Teclado GKI LED 3 Colores";"FTRTUS0270";"8437009990292";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04251";"Skullkiller";11,50;100;1,0000000000;"31/12/2017";"";"0,0000000000"
"GIII";"Skullkiller Teclado Usb GKIII Negro";"FTRTUS0271";"8437009990339";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04251";"Skullkiller";7,50;100;0,8500000000;"";"";"0,0000000000"
"NXKROMKAELRD";"Nox Teclado Gaming Mecánico KROM Kael RGB Switch R";"FTRTUS0274";"8436532164910";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04191";"NOX";68,94;15;1,5300000000;"";"Novedad";"0,0000000000"
"MAK0";"Tacens Mars Gaming MAK0 Teclado USB GAMING";"FTRTUS0275";"4713105964141";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";5,80;100;1,0000000000;"";"Novedad";"0,0000000000"
"MAK1";"Tacens Mars Gaming MAK1 Teclado USB GAMING PRO";"FTRTUS0277";"4713105964202";"TR";"Teclados y ratones";"TUS";"Teclados USB";"04080";"Tacens";8,22;100;1,0000000000;"";"Novedad";"0,0000000000"
"XPRESSCAM300";"NGS Xpress Cam-300 cámara Web CMOS 300Kpx USB 2.0";"FVPCWB0022";"8436001305790";"VP";"Vídeo";"CWB";"Cámaras web";"01040";"NGS";6,78;46;0,2300000000;"";"";"0,0000000000"
"960-001066";"Logitech Webcam C170";"FVPCWB0079";"5099206064232";"VP";"Vídeo";"CWB";"Cámaras web";"00970";"Logitech";16,66;81;0,2800000000;"";"";"0,0000000000"
"960-000721/1064";"Logitech Webcam HD C525 Negra";"FVPCWB0104";"5099206064218";"VP";"Vídeo";"CWB";"Cámaras web";"00970";"Logitech";40,00;41;0,3000000000;"";"";"0,0000000000"
"OUW13SB";"OMEGA WEBCAM C13SB 12Mpx INTERPOLADOS + MIC";"FVPCWB0107";"5907595421430";"VP";"Vídeo";"CWB";"Cámaras web";"04162";"Omega";5,25;11;0,1200000000;"";"";"0,0000000000"
"OUW07HQ";"OMEGA WEBCAM C07HQ 1,3Mpx + MIC HQ";"FVPCWB0108";"5907595421454";"VP";"Vídeo";"CWB";"Cámaras web";"04162";"Omega";7,10;14;0,1200000000;"";"";"0,0000000000"
"960-001063";"Logitech C270 WebCam HD 720p 3Mpx USB Negra";"FVPCWB0110";"5099206064201";"VP";"Vídeo";"CWB";"Cámaras web";"00970";"Logitech";23,57;33;0,2000000000;"";"";"0,0000000000"
"EW3705";"EMINENT-EWENT EW3705 Capturadora Video USB2.0";"FVPVEP0010";"8716065230734";"VP";"Vídeo";"VEP";"Vídeo externo";"04193";"Ewent";16,47;0;0,4510000000;"31/12/2017";"Proximamente";"0,0000000000"
"APPGRABBERV6";"approx! APPGRABBERV6 Capturador Video V6 USB 2.0";"FVPVEP0013";"8435099518303";"VP";"Vídeo";"VEP";"Vídeo externo";"01360";"approx!";11,64;45;0,3000000000;"";"";"0,0000000000"
"EM8660";"EMINENT EM8660 Contacto inalámbrico puertas/ventan";"GALSAL0007";"8716065298109";"AL";"Alarmas";"SAL";"Sensores";"60062";"Eminent";11,91;1;0,0850000000;"21/10/2016";"";"0,0000000000"
"EM8650";"EMINENT EM8650 Detector de movimiento inalámbrico";"GALSAL0008";"8716065298086";"AL";"Alarmas";"SAL";"Sensores";"60062";"Eminent";23,50;4;0,3000000000;"";"";"0,0000000000"
"EM8610";"EMINENT EM8610 Kit inicio alarma móvil inalámbrico";"GALUCE0002";"8716065298079";"AL";"Alarmas";"UCE";"Unidad central";"60062";"Eminent";113,34;73;0,9900000000;"";"";"0,0000000000"
"CCD-IS84A/30MTN";"eyes to eyes Cámara CCD 480TV 90-38° VARIFO";"GVVCEX0016";"2330009570807";"VV";"Videovigilancia";"CEX";"Cámaras BNC exterior";"01350";"eyes to eyes";33,34;1;1,2450000000;"14/10/2016";"";"0,0000000000"
"AHD-IS99A/2812D";"Eyes To Eyes AHD-IS99A/2812D CMOS IR 720P";"GVVCEX0062";"2505071612469";"VV";"Videovigilancia";"CEX";"Cámaras BNC exterior";"01350";"eyes to eyes";52,07;5;1,0000000000;"14/10/2016";"";"0,0000000000"
"ACT-RV980/2812M";"Eyes To Eyes ACT-RV980/2812M 4 x 1 CCD ACT AHD TVI";"GVVCEX0063";"2520091609381";"VV";"Videovigilancia";"CEX";"Cámaras BNC exterior";"01350";"eyes to eyes";43,89;0;1,0000000000;"14/10/2016";"";"0,0000000000"
"IC-3115W";"Edimax Cámara IP IC-3115W 802.11n 1.2MP mjpeg";"GVVCIP0058";"4710700929117";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";29,70;10;0,5550000000;"";"";"0,0000000000"
"DCS-942L";"D-Link DCS-942L Cámara IP WiFi-N IR, mSD16GB H.264";"GVVCIP0059";"790069367939";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";79,28;5;0,5400000000;"";"";"0,0000000000"
"DCS-930L";"D-Link DCS-930L Cámara IP Wireless N, myDlink";"GVVCIP0060";"790069355325";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";31,92;37;0,4300000000;"";"";"0,0000000000"
"DCS-932L";"D-Link DCS-932L Cámara IP Wireless N, IR, myDlink";"GVVCIP0061";"790069355349";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";37,90;0;0,4250000000;"19/10/2016";"";"0,0000000000"
"DCS-7010L";"D-Link DCS-7010L Cámara IP HD Mini Bullet IR PoE";"GVVCIP0062";"790069381850";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";249,59;2;1,0000000000;"";"";"0,0000000000"
"DCS-5222L";"D-Link DCS-5222L Cámara IP WiFi-N Pan/Tilt HD H264";"GVVCIP0068";"790069369636";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";114,91;4;1,3000000000;"";"";"0,0000000000"
"DCS-933L";"D-Link DCS-933L Cámara IP N +Extender,IR,mydlink";"GVVCIP0072";"790069389184";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";62,88;3;0,5500000000;"";"";"0,0000000000"
"DCS-5020L";"D-Link DCS-5020L Cámara IP WiFi-N HD PTZ Cloud IR8";"GVVCIP0074";"790069392504";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";73,38;6;0,9550000000;"";"";"0,0000000000"
"IC-7001W";"Edimax IC-7001W Cámara IP WiFi-N Pan/Tilt IRLEDs";"GVVCIP0077";"4710700929827";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";56,16;14;0,8500000000;"";"";"0,0000000000"
"IC-3116W";"Edimax IC-3116W Cámara IP 11n 1.3MP H.264/mJPEG Ir";"GVVCIP0078";"4710700929834";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";43,20;11;0,6500000000;"";"";"0,0000000000"
"DCS-7110";"D-Link DCS-7110 Cámara IP HD H.264 Ext. LED IR PoE";"GVVCIP0095";"790069345951";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";323,28;1;1,8350000000;"21/10/2016";"";"0,0000000000"
"IC-3140W";"Edimax IC-3140W Cámara IP 11n 1.3MP H.264 Ir";"GVVCIP0102";"4717964700322";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";70,20;6;0,6450000000;"";"Ultimas unidades";"0,0000000000"
"DCS-2132L";"D-Link DCS-2132L Cámara IP HD Wireless N Cube Ir";"GVVCIP0107";"790069382123";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";126,58;2;0,5200000000;"";"";"0,0000000000"
"EM6225";"EMINENT EM6225 Cámara IP HD Pan Tilt p2p w/APP";"GVVCIP0108";"8716065321081";"VV";"Videovigilancia";"CIP";"Cámaras IP";"60062";"Eminent";48,88;14;0,4000000000;"";"";"0,0000000000"
"EM6230";"EMINENT EM6230 Cámara IP HD Exterior p2p w/APP";"GVVCIP0109";"8716065321067";"VV";"Videovigilancia";"CIP";"Cámaras IP";"60062";"Eminent";54,39;26;0,4000000000;"";"";"0,0000000000"
"IC-7113W";"Edimax IC-7113W Cámara IP HD WiFi Ir sensor P/T";"GVVCIP0110";"4717964700643";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";140,40;9;0,9000000000;"";"";"0,0000000000"
"IC-9110W";"Edimax IC-9110W Cámara IP HD WiFi 139º Ir Ext.";"GVVCIP0111";"4717964700629";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";104,76;18;0,3420000000;"";"";"0,0000000000"
"UVC-Dome-3";"Ubiquiti Unifi Video Camera UVC-Dome 720HD Pack3";"GVVCIP0112";"810354022883";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04205";"UBIQUITI";335,49;1;0,6000000000;"";"Ultimas unidades";"0,0000000000"
"NC200";"TP-LINK NC200 Cámara IP Cloud WiFI 300N VGA MJPEG";"GVVCIP0116";"6935364071493";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00155";"TP-LINK";26,70;31;0,4400000000;"";"";"0,0000000000"
"APPIP02P2P";"approx APPIP02P2P Cámara IP WiFi P2P HD720p";"GVVCIP0117";"8435099518778";"VV";"Videovigilancia";"CIP";"Cámaras IP";"01360";"approx!";54,38;100;0,3000000000;"";"";"0,0000000000"
"APPIP03HDP2P";"approx APPIP03HDP2P Cámara IP WiFi HD Ir P2P mSD";"GVVCIP0118";"8435099518839";"VV";"Videovigilancia";"CIP";"Cámaras IP";"01360";"approx!";46,37;18;0,4000000000;"";"";"0,0000000000"
"APPIP03P2P";"approx APPIP03P2P Cámara IP WiFi VGA Ir P2P mSD";"GVVCIP0119";"8435099518822";"VV";"Videovigilancia";"CIP";"Cámaras IP";"01360";"approx!";37,07;7;0,4000000000;"";"";"0,0000000000"
"IC-7112W";"Edimax IC-7112W Cámara HD IP WiFi Pan/Tilt Ir";"GVVCIP0122";"4717964700902";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";75,60;16;0,8000000000;"";"";"0,0000000000"
"DCS-4602EV";"D-Link DCS-4602EV Cámara IP FHD Exterior Pan/Tilt";"GVVCIP0123";"790069415326";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";134,90;0;0,8500000000;"21/10/2016";"";"0,0000000000"
"DCS-855L";"D-Link DCS-855L Cámara IP WiFi MyDlink HD";"GVVCIP0124";"790069410499";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";132,61;5;1,2000000000;"";"";"0,0000000000"
"DCH-107KT";"D-Link DCH-107KT Kit MyDLink Smart Home Security";"GVVCIP0126";"790069417931";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";159,91;8;2,2800000000;"";"";"0,0000000000"
"IC-5150W";"Edimax IC-5150W Cámara IP WiFi FHD FishEye 180º";"GVVCIP0127";"4717964701039";"VV";"Videovigilancia";"CIP";"Cámaras IP";"00410";"Edimax";97,20;15;0,4200000000;"";"";"0,0000000000"
"DCS-4701E";"D-Link DCS-4701E Camara CCTV HD 720p 30 Fps RJ45";"GVVCIP0128";"790069415333";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";141,83;4;0,5000000000;"";"";"0,0000000000"
"DCS-960L";"D-Link DCS-960L Camara IP WiFi 720p 180 Grados";"GVVCIP0129";"790069423406";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";144,90;0;1,6800000000;"14/10/2016";"";"0,0000000000"
"DCS-935L";"D-Link DCS-935L Camara IP Wireless 720p";"GVVCIP0130";"790069408670";"VV";"Videovigilancia";"CIP";"Cámaras IP";"04195";"D-Link";84,42;5;0,4400000000;"";"";"0,0000000000"
"TTCDID";"TAMTAM TTCDID Detector De Infrarrojos DUMMY 2 Pack";"GVVDDU0005";"8436553330738";"VV";"Videovigilancia";"DDU";"Dispositivos DUMMY";"04207";"TAMTAM";12,77;28;0,3750000000;"";"Ultimas unidades";"0,0000000000"
"EM6150";"EMINENT EM6150 Camara Seguridad DUMMY";"GVVDDU0006";"8716065333411";"VV";"Videovigilancia";"DDU";"Dispositivos DUMMY";"60062";"Eminent";6,20;35;0,3000000000;"";"";"0,0000000000"
"DNR-322L";"D-Link DNR-322L DVR 9 canales en red 2 Bahías H264";"GVVGVD0038";"790069360909";"VV";"Videovigilancia";"GVD";"Grabadores digitales";"04195";"D-Link";171,19;4;1,5750000000;"";"";"0,0000000000"
"DNR-312L";"D-Link DNR-312L DVR 9 Canales En Red 1 Bahia H264";"GVVGVD0056";"790069405198";"VV";"Videovigilancia";"GVD";"Grabadores digitales";"04195";"D-Link";230,87;1;1,0500000000;"";"";"0,0000000000"
"DVR5104HS/CVI-S3";"eyes to eyes Grab.Videovig.DVR5104HS/CVI-S3 4CH";"GVVGVD0068";"2511101610329";"VV";"Videovigilancia";"GVD";"Grabadores digitales";"01350";"eyes to eyes";95,96;0;0,0000000000;"14/10/2016";"Proximamente";"0,0000000000"
"DVR5116HS/CVI-S3";"eyes to eyes Grabador DVR5116HS/CVI-S3 16CH 1080P";"GVVGVD0069";"2511101610381";"VV";"Videovigilancia";"GVD";"Grabadores digitales";"01350";"eyes to eyes";218,89;0;1,0000000000;"14/10/2016";"Proximamente";"0,0000000000"
"TTMD28";"TAMTAM TTMD28 Mirilla Digital RGB 90º LCD 2.8""";"GVVMID0002";"8436553330646";"VV";"Videovigilancia";"MID";"Mirilla Digital";"04207";"TAMTAM";25,67;8;0,3050000000;"";"Ultimas unidades";"0,0000000000"
"TTMD32";"TAMTAM TTMD32 Mirilla Digital RGB 90º LCD3.2"" FOTO";"GVVMID0003";"8436553330653";"VV";"Videovigilancia";"MID";"Mirilla Digital";"04207";"TAMTAM";33,99;6;0,3100000000;"";"Ultimas unidades";"0,0000000000"
"ST500DM002";"Seagate ST500DM002 500GB 7200rpm 3.5"" 16MB SATA-3";"IAIDMA0170";"7636490030598";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00070";"Seagate";37,79;1;0,4150000000;"";"Ultimas unidades";"0,0000000000"
"ST3000DM001";"Seagate ST3000DM001 3TB 7200rpm 3.5"" SATA3";"IAIDMA0191";"7636490025938";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00070";"Seagate";82,19;37;0,6200000000;"";"";"0,0000000000"
"ST1000DM003";"Seagate ST1000DM003 1TB 3.5"" 7200rpm 64MB SATA3";"IAIDMA0204";"7636490025914";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00070";"Seagate";40,61;100;0,4000000000;"";"";"0,0000000000"
"ST2000DM001";"Seagate ST2000DM001 2TB 7200rpm 64MB 3.5"" SATA-3";"IAIDMA0205";"7636490026003";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00070";"Seagate";60,46;35;0,5250000000;"";"";"0,0000000000"
"WD20EFRX";"Western Digital WD20EFRX 2TB SATA3 64MB Red";"IAIDMA0208";"7180377996670";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";79,82;48;0,6150000000;"";"";"0,0000000000"
"WD10EFRX";"Western Digital WD10EFRX 1TB SATA3 64MB Red";"IAIDMA0209";"718037799650";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";53,85;7;0,5000000000;"14/10/2016";"";"0,0000000000"
"WD10EZEX";"Western Digital WD10EZEX 1TB SATA3 64MB Blue 7200r";"IAIDMA0224";"718037779911";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";41,03;100;0,4500000000;"18/10/2016";"";"0,0000000000"
"ST1000VX000";"Seagate ST1000VX000 1TB 7200rpm 64MB SV35";"IAIDMA0226";"715663215639";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00070";"Seagate";45,53;2;0,4000000000;"14/10/2016";"";"0,0000000000"
"ST500LT012";"Seagate ST500LT012 500GB 2.5"" 5400rpm 16MB SATA2";"IAIDMA0234";"7636490041389";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00070";"Seagate";37,99;3;0,1000000000;"17/10/2016";"";"0,0000000000"
"WD10JPVX";"Western Digital WD10JPVX HD 1TB 2.5"" 5R SATA3 Blu";"IAIDMA0245";"718037800936";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";54,91;16;0,1200000000;"14/10/2016";"";"0,0000000000"
"WD30EFRX";"Western Digital WD30EFRX 3TB SATA3 64MB Red";"IAIDMA0246";"718037799674";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";98,37;56;0,6400000000;"";"";"0,0000000000"
"WD40EFRX";"Western Digital WD40EFRX 4TB SATA3 64MB Red";"IAIDMA0249";"718037810058";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";136,43;31;0,6850000000;"14/10/2016";"";"0,0000000000"
"WD2003FZEX";"Western Digital WD2003FZEX 2TB SATA3 64MB Black";"IAIDMA0257";"7180378105538";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";110,46;1;0,7500000000;"17/10/2016";"";"0,0000000000"
"MQ01ABD100";"Toshiba MQ01ABD100 HD 1TB 2.5"" 5400rpm 8MB SATA2";"IAIDMA0262";"4047999500094";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00610";"Toshiba";46,43;100;0,1100000000;"31/12/2017";"";"0,0000000000"
"MQ01ABF050";"Toshiba MQ01ABF050 HD 500GB 2.5"" 5400rpm 8MB SATA2";"IAIDMA0264";"5711045779800";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00610";"Toshiba";38,16;100;0,0900000000;"31/12/2017";"";"0,0000000000"
"DT01ACA050";"Toshiba DT01ACA050 500GB 7200rpm SATA3 3.5"" 32MB";"IAIDMA0265";"4047999500155";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00610";"Toshiba";36,26;100;0,5000000000;"";"";"0,0000000000"
"DT01ACA100";"Toshiba DT01ACA100 1TB 7200rpm SATA3 3.5"" 32MB";"IAIDMA0266";"4047999500162";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00610";"Toshiba";40,50;100;0,5000000000;"31/12/2017";"";"0,0000000000"
"DT01ACA200";"Toshiba DT01ACA200 2TB 7200rpm SATA3 3.5"" 64MB";"IAIDMA0267";"4047999500179";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00610";"Toshiba";58,73;40;0,6400000000;"";"";"0,0000000000"
"WD10PURX";"Western Digital WD10PURX 1TB SATA3 64MB Purple";"IAIDMA0272";"718037823324";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";48,66;14;0,4500000000;"";"";"0,0000000000"
"WD20PURX";"Western Digital WD20PURX 2TB SATA3 64MB Purple";"IAIDMA0273";"718037823331";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";70,53;0;0,7600000000;"18/10/2016";"";"0,0000000000"
"WD30PURX";"Western Digital WD30PURX 3TB SATA3 64MB Purple";"IAIDMA0274";"7180378233002";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";93,71;10;0,6450000000;"";"";"0,0000000000"
"WD1003FZEX";"Western Digital WD1003FZEX 1TB SATA3 64MB Black";"IAIDMA0277";"718037786469";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";66,16;17;0,6100000000;"";"";"0,0000000000"
"6513113";"Intenso 6513113 3TB 7200rpm SATA3 3.5"" 64MB Retail";"IAIDMA0281";"4034303017751";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"04221";"INTENSO";68,75;14;0,5000000000;"";"";"0,0000000000"
"6501161";"Intenso 6501161 HD 1TBB 2.5"" 5400rpm 8MB SATA2";"IAIDMA0283";"4034303015382";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"04221";"INTENSO";45,05;14;0,5000000000;"";"";"0,0000000000"
"6513123";"Intenso 6513123 4TB 7200rpm SATA3 3.5"" 64MB Retail";"IAIDMA0288";"4034303017249";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"04221";"INTENSO";101,65;10;0,5000000000;"";"";"0,0000000000"
"WD5000LPCX";"Western Digital WD5000LPCX HD 500GB 2.5"" 5R SATA3";"IAIDMA0306";"718037810775";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";38,69;0;0,1500000000;"31/12/2017";"";"0,0000000000"
"WD20EZRZ";"Western Digital WD20EZRZ 2TB SATA3 64MB Blue";"IAIDMA0310";"718037840222";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";61,17;0;0,5000000000;"14/10/2016";"";"0,0000000000"
"WD30EZRZ";"Western Digital WD30EZRZ 3TB SATA3 64MB Blue";"IAIDMA0312";"718037840154";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";81,15;10;0,5000000000;"";"";"0,0000000000"
"659337-B21";"HPE HDD 3.5"" 1TB SATA 7200 rpm";"IAIDMA0315";"4948382835833";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"04240";"HPE";120,94;3;0,8600000000;"";"";"0,0000000000"
"WD40EZRZ";"Western Digital WD40EZRZ 4TB SATA3 64MB Blue";"IAIDMA0320";"718037840161";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";115,97;16;0,8500000000;"";"";"0,0000000000"
"WD10EZRZ";"Western Digital WD10EZRZ 1TB SATA3 64MB Blue 5400r";"IAIDMA0324";"718037840147";"AI";"Almacenamiento interno";"DMA";"Discos magnéticos";"00500";"Western Digital";41,03;49;0,5000000000;"";"";"0,0000000000"
"SV300S37A/120G";"Kingston SV300S37A/120G SSDNow V300 120GB SATA3";"IAIDSO0028";"740617212662";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";39,48;44;0,1400000000;"17/10/2016";"";"0,0000000000"
"SV300S37A/240G";"Kingston SV300S37A/240G SSDNow V300 240GB SATA3";"IAIDSO0055";"740617212716";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";67,00;42;0,1400000000;"";"";"0,0000000000"
"SV300S37A/480G";"Kingston SV300S37A/480G SSDNow V300 480GB SATA3";"IAIDSO0056";"740617223941";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";120,16;19;0,2000000000;"";"";"0,0000000000"
"PX-256M6S";"Plextor PX-256M6S M6S SSD 256GB 2.5"" Sata3 9.5mm";"IAIDSO0078";"4718390729758";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60065";"Plextor";87,37;1;0,2000000000;"";"Ultimas unidades";"0,0000000000"
"SHFS37A/120G";"Kingston SHFS37A/120G SSD HyperX Fury 120GB SATA3";"IAIDSO0080";"740617232455";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";41,69;22;0,1250000000;"14/10/2016";"";"0,0000000000"
"SHFS37A/240G";"Kingston SHFS37A/240G SSD HyperX Fury 240GB SATA3";"IAIDSO0081";"740617232479";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"00750";"Kingston";68,86;21;0,1250000000;"";"";"0,0000000000"
"CTSSDINSTALLAC";"Crucial CTSSDINSTALLC Kit instalación SSD";"IAIDSO0082";"649528769947";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60013";"Crucial";20,13;10;0,1250000000;"";"";"0,0000000000"
"3812430";"Intenso 3812430 Top SSD 128GB 2.5"" Sata3";"IAIDSO0085";"4034303016679";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04221";"INTENSO";36,82;72;0,1200000000;"";"";"0,0000000000"
"3812440";"Intenso 3812440 Top SSD 256GB 2.5"" Sata3";"IAIDSO0086";"4034303016693";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04221";"INTENSO";59,75;77;0,1300000000;"";"";"0,0000000000"
"3812450";"Intenso 3812450 Top SSD 512GB 2.5"" Sata3";"IAIDSO0087";"4034303017546";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"04221";"INTENSO";108,43;0;0,1350000000;"31/12/2017";"";"0,0000000000"
"SDSSDHII-240G-G25";"Sandisk SDSSDHII-240G-G25 SSD Ultra II 240GB 2.5""";"IAIDSO0089";"619659112134";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60018";"SanDisk";64,76;1;0,2000000000;"24/10/2016";"";"0,0000000000"
"SDSSDHII-480G-G25";"Sandisk SDSSDHII-480G-G25 SSD Ultra II 480GB 2.5""";"IAIDSO0090";"619659112165";"AI";"Almacenamiento interno";"DSO";"Discos sólidos";"60018";"SanDisk";108,26;0;0,2000000000;"24/10/2016";"Proximamente";"0,0000000000"
